"PERMIT NUMBER","OWNER NAME","OPERATING NAME","STREET","CITY","STATE","ZIP","ZIP4","COUNTY"
"MO-W-122","OAKGLENN WINERY, LLC"," ","1104 OAKGLENN PL","HERMANN","MO",65041,96,"GASCONADE"
"MO-W-123","MERAMEC VINEYARDS, LLC","MERAMEC VINEYARDS","600 STATE RTE B","SAINT JAMES","MO",65559,1000,"PHELPS"
"MO-W-124","HEINRICH GROHE","HEINRICHSHAUS, INC.","18500 STATE RTE U","SAINT JAMES","MO",65559,8495,"PHELPS"
"MO-W-125","VILLA ANTONIO, LTD."," ","3660 LINHORST RD","HILLSBORO","MO",63050,3818,"JEFFERSON"
"MO-W-126","PHOENIX WINERY & VINEYARD, INC."," ","1840 HIGHWAY 50","OWENSVILLE","MO",65066,2111,"GASCONADE"
"MO-W-127","CHAUMETTE INC.","CHAUMETTE VINEYARDS AND WINERY","24345 STATE RTE WW","STE GENEVIEVE","MO",63670,9022,"SAINTE GENEVIEVE"
"MO-W-128","GEORGE A. HERSHBERGER, OWNER","BARON VON HERSHBERGER VINEYARDS","2407 E RAYNELL ST","SPRINGFIELD","MO",65804,4510,"GREENE"
"MO-W-130","NICHOLAS J BOMMARITO","BOMMARITO ESTATE ALMOND TREE WINERY","3718 GRANT SCHOOL RD","NEW HAVEN","MO",63068,2024,"FRANKLIN"
"MO-W-131","MEADOR WINERY & VINEYARD, INC."," ","5479 W MONTANA LN","JOPLIN","MO",64801,8610,"JASPER"
"MO-W-132","LOUIS P. BALDUCCI VINEYARDS, L.L.C.","LOUIS P. BALDUCCI VINEYARDS","6601 S HIGHWAY 94","AUGUSTA","MO",63332,1617,"SAINT CHARLES"
"MO-W-133","BALDUCCI'S WINEFEST INC.","BALDUCCI'S RESTAURANT","12527 BENNINGTON PL","SAINT LOUIS","MO",63146,2710,"SAINT LOUIS"
"MO-W-135","CROWN VALLEY WINERY, INC."," ","23589 STATE RTE WW","STE GENEVIEVE","MO",63670,9039,"SAINTE GENEVIEVE"
"MO-W-141","SUMMIT LAKE WINERY, LLC","SUMMIT LAKE WINERY","1707 S SUMMIT DR","HOLTS SUMMIT","MO",65043,2100,"CALLAWAY"
"MO-W-142","WENWOOD FARM WINERY, LLC"," ","1132 BRICK CHURCH RD","BLAND","MO",65014,2023,"GASCONADE"
"MO-W-143","THE SAINT LOUIS BREWERY, INC."," ","7260 SOUTHWEST AVE","MAPLEWOOD","MO",63143,2406,"SAINT LOUIS"
"MO-W-145","RODGER DALE & THEILA JEAN LUETJEN","EICHENBERG WINERY","103 N OLIVE ST","COLE CAMP","MO",65325,1211,"MORGAN"
"MO-W-146","NATIVE STONE VINEYARD INC","NATIVE STONE WINERY","4301 NATIVE STONE RD","JEFFERSON CITY","MO",65109,8424,"COLE"
"MO-W-147","MISSOURI STATE UNIVERSITY","MOUNTAIN GROVE CAMPUS","9740 RED SPRING RD","MOUNTAIN GROVE","MO",65711,2999,"WRIGHT"
"MO-W-148","HEMMAN WINERY LLC","HEMMAN WINERY","13022 HIGHWAY C","BRAZEAU","MO",63737,0,"PERRY"
"MO-W-15000","WILLIAM FRANKLIN HAHN","ARTESIAN SPRINGS WINERY","1301 STATE HIGHWAY 8","PARK HILLS","MO",63601,9399,"SAINT FRANCOIS"
"MO-W-15001","GREY BEAR VINEYARDS LLC"," ","25992 HIGHWAY T","STOVER","MO",65078,1437,"MORGAN"
"MO-W-15003","WAYBAR, INC.","BARDENHEIER WINE CELLARS","11386 STATE HWY A","RICHWOODS","MO",63071,0,"WASHINGTON"
"MO-W-15004","CAVE VINEYARD, LLC"," ","21124 NE CAVE RD","STE GENEVIEVE","MO",63670,7920,"SAINTE GENEVIEVE"
"MO-W-15005","KELTOI VINEYARD, L.L.C.","KELTOI VINEYARD AND WINERY","17705 COUNTY ROAD 260","ORONOGO","MO",64855,9129,"JASPER"
"MO-W-15007","PAUL J WRABEC CO., INC.","VINOGRAD WINERY","501 S STERLING","SUGAR CREEK","MO",64054,1501,"JACKSON"
"MO-W-15008","HIDDEN HILLS WINERY LLC"," ","4321 STATE ROAD P","FESTUS","MO",63028,3228,"JEFFERSON"
"MO-W-15009","TAMMAS GROUP, L.L.C.","COPIA","1110 WASHINGTON AVE","SAINT LOUIS","MO",63101,1157,"SAINT LOUIS CITY"
"MO-W-15011","ST. FRANCOIS VINEYARD LLC","ST. FRANCOIS VINEYARD","1669 PINE RIDGE TRL","PARK HILLS","MO",63601,0,"SAINT FRANCOIS"
"MO-W-15013","PIRTLE WINERY, LLC"," ","502 SPRING ST","WESTON","MO",64098,1230,"PLATTE"
"MO-W-15016","ALBONEE' COUNTRY INN AND VINEYARDS. LLC"," ","2200 CRENSHAW RD","INDEPENDENCE","MO",64057,3005,"JACKSON"
"MO-W-15017","EDMUND D AND CLAUDIA A STAUDE","ROLLING MEADOWS VINEYARDS","212 EDEN TRL","WARRENTON","MO",63383,3340,"WARREN"
"MO-W-15018","TERRE BEAU VINEYARDS, LLC"," ","100 S LYNN ST","DOVER","MO",64022,0,"LAFAYETTE"
"MO-W-15019","RIVERBEND WINES, LLC","D'VINE WINE","119 N KIRKWOOD RD","KIRKWOOD","MO",63122,4301,"SAINT LOUIS"
"MO-W-15021","JOWLER CREEK WINERY, INC.","JOWLER CREEK WINERY","16905 JOWLER CREEK RD","PLATTE CITY","MO",64079,9335,"PLATTE"
"MO-W-15022","DLROLLINGS, L.L.C.","YELLOW FARMHOUSE VINEYARD","100 DEFIANCE RD","DEFIANCE","MO",63341,281,"SAINT CHARLES"
"MO-W-15023","ODESSA COUNTRY WINERY LLC"," ","2466 MCNEEL RD","ODESSA","MO",64076,5412,"LAFAYETTE"
"MO-W-15024","BELMONT VINEYARDS, LLC"," ","5870 OLD 66","LEASBURG","MO",65535,8196,"CRAWFORD"
"MO-W-15026","MORTENSEN/NAATZ ENTERPRISES, LLC","RIVERWOOD WINERY","22200 HWY 45 N","RUSHVILLE","MO",64484,0,"BUCHANAN"
"MO-W-15027","DURSO HILLS WINERY, L.L.C.","DURSO HILLS WINERY","110 N HARDING ST","MARQUAND","MO",63655,9162,"MADISON"
"MO-W-15028","RED BARN FOOD AND WINE, LLC","AMIGONI URBAN WINERY","1600 GENESSEE ST","KANSAS CITY","MO",64102,0,"JACKSON"
"MO-W-15031","JAMES E. TRAVER","TRAVER HOME WINERY","1429 COUNTY ROAD 1870","WILLOW SPRINGS","MO",65793,3343,"HOWELL"
"MO-W-15032","LOUIS E. WOODY","WILLIAMS CREEK WINERY","310 S HICKORY ST","MOUNT VERNON","MO",65712,1427,"LAWRENCE"
"MO-W-15036","INDIAN CREEK WINERY, LLC","INDIAN CREEK WINERY","805 STODDARD ST","MONROE CITY","MO",63456,0,"MONROE"
"MO-W-15037","BOULEVARD BREWING ASSOCIATES LIMITED PARTNERSHIP, BBC MANAGEMENT COMPANY, GENERAL PARTNER","BOULEVARD BREWING COMPANY","2501 SOUTHWEST BLVD","KANSAS CITY","MO",64108,2345,"JACKSON"
"MO-W-15039","SUMMIT LAKE WINERY-HARTSBURG, LLC","SUMMIT LAKE WINERY-HARTSBURG","15 E MAIN ST","HARTSBURG","MO",65039,9701,"BOONE"
"MO-W-15040","WESTPHALIA WINERY LLC","WESTPHALIA VINEYARDS","182 BREWERY LN","WESTPHALIA","MO",65085,0,"OSAGE"
"MO-W-15041","CHARLEVILLE VINEYARD, LLC","CHARLEVILLE VINEYARD","16937 BOYD RD","SAINTE GENEVIEVE","MO",63670,0,"SAINTE GENEVIEVE"
"MO-W-15042","TWIN OAKS VINEYARD LLC"," ","6470 HWY F","FARMINGTON","MO",63640,7340,"SAINT FRANCOIS"
"MO-W-15043","THOUSAND OAKS WINERY LLC","THOUSAND OAKS WINERY","RR 1 BOX 503B","MARBLE HILL","MO",63764,9737,"BOLLINGER"
"MO-W-15044","WEST WINERY, LLC","WEST WINERY","107 VINE ST","MACON","MO",63552,0,"MACON"
"MO-W-15045","CLAVERACH FARM & VINEYARDS, LLC"," ","570 S LEWIS RD","EUREKA","MO",63025,2502,"SAINT LOUIS"
"MO-W-15047","LA DOLCE VITA WINERY LLC","LA DOLCE VITA WINERY","4 LAFAYETTE ST","WASHINGTON","MO",63090,2541,"FRANKLIN"
"MO-W-15048","NATHAN Z. AND LISA A. OESCH","CHATEAU LISA","801 HWY B","WHEELING","MO",64688,9783,"LIVINGSTON"
"MO-W-15050","L.M.S. WINE CREATOR'S LLC"," ","127 SE 3RD STREET","LEES SUMMIT","MO",64063,2719,"JACKSON"
"MO-W-15051","RED BARN FOOD AND WINE, LLC"," ","3030 ROANOKE RD","KANSAS CITY","MO",64108,0,"JACKSON"
"MO-W-15052","BRANSON WINE MARKETING, LLC","MOUNT PLEASANT WINERY","3125 GREEN MOUNTAIN DR","BRANSON","MO",65616,3817,"TANEY"
"MO-W-15053","THE SAINT LOUIS BREWERY, INC."," ","2100 LOCUST ST","SAINT LOUIS","MO",63103,1616,"SAINT LOUIS CITY"
"MO-W-15054","SEVEN SPRINGS WINERY LLC","SEVEN SPRINGS WINERY","846 WINERY HILLS ESTATES","LINN CREEK","MO",65052,0,"CAMDEN"
"MO-W-15055","INDIAN HILLS VINES & WINES, LLC","INDIAN HILLS WINERY","9625 COUNTY ROAD 250","PUXICO","MO",63960,8007,"STODDARD"
"MO-W-15057","VANCE VINEYARD AND WINERY, LLC","VANCE VINEYARD AND WINERY","1522 MADISON 212","FREDERICKTOWN","MO",63645,8557,"MADISON"
"MO-W-15059","HUNTER VALLEY WINERY, L.L.C.","HUNTER VALLEY WINERY","762 STATE HWY","CAPE GIRARDEAU","MO",63701,7801,"CAPE GIRARDEAU"
"MO-W-15061","ROGER VERNON REED AND DARLENE A. REED","WINEFLOWER","7925 SCOTT AVE","LIBERTY","MO",64068,0,"CLAY"
"MO-W-15062","BUCK MOUNTAIN WINERY AND VINEYARD, LLC","Buck Mountain Winery","700 OELSON RD","DOE RUN","MO",63637,3174,"SAINT FRANCOIS"
"MO-W-15063","CHANDLER HILL VINEYARDS, LLC","CHANDLER HILL VINEYARDS","596 DEFIANCE RD","DEFIANCE","MO",63341,0,"SAINT CHARLES"
"MO-W-15064","SAINTE GENEVIEVE WINERY, LLC","SAINTE GENEVIEVE WINERY","6231 STATE RTE","SAINTE GENEVIEVE","MO",63670,8264,"SAINTE GENEVIEVE"
"MO-W-15066","FENCE STILE, LLC","FENCE STILE VINEYARDS & WINERY","31010 W 124TH ST","EXCELSIOR SPRINGS","MO",64024,5370,"CLAY"
"MO-W-15067","NOBOLEIS VINEYARDS, L.L.C.","NOBOLEIS VINEYARDS","100 HEMSATH RD","AUGUSTA","MO",63332,0,"SAINT CHARLES"
"MO-W-15068","7CS WINERY LLC","7CS WINERY","502 E 560TH RD","WALNUT GROVE","MO",65770,8394,"GREENE"
"MO-W-15069","JACOB'S VINEYARD LLC","JACOB'S VINEYARD","26078 EAGLE LN","KIRKSVILLE","MO",63501,7956,"ADAIR"
"MO-W-15070","BRANSON RIDGE LANDING CORPORATION","BRANSON RIDGE WINERY & CAFE DE VINE","307 BRANSON LANDING BLVD","BRANSON","MO",65616,2088,"TANEY"
"MO-W-15071","DEBBIE GIBSON","BARBOUR ST. VINEYARDS","110 N MAIN ST","MARCELINE","MO",64658,0,"LINN"
"MO-W-15072","THREE SQUIRRELS WINERY, LLC","THREE SQUIRRELS WINERY","17301 STATE ROUTE B.","SAINT JAMES","MO",65559,8583,"PHELPS"
"MO-W-15073","SAINTE GENEVIEVE WINERY, LLC","SAINTE GENEVIEVE WINERY","245 MERCHANT ST","SAINTE GENEVIEVE","MO",63670,1609,"SAINTE GENEVIEVE"
"MO-W-15074","OZARK CREEK WINERY, LLC"," ","4082 N 20TH ST","OZARK","MO",65721,7434,"CHRISTIAN"
"MO-W-15075","SAND CREEK VINEYARD LLC","SAND CREEK VINEYARD","3578 SAND CREEK RD","FARMINGTON","MO",63640,7345,"SAINT FRANCOIS"
"MO-W-15076","ROTHBRICK VENTURES LLC","ROTHBRICK CRUSH","420 PECKEW TRL","JACKSON","MO",63755,0,"CAPE GIRARDEAU"
"MO-W-15078","HORST VINEYARDS, LLC","HORST VINEYARDS","6416 US 60","MOUNTAIN VIEW","MO",65548,0,"HOWELL"
"MO-W-15079","FRED LOUIS WEBSTER","CRANE CREEK VINEYARD","R R 1 BOX 18-B","PRESTON","MO",65732,9703,"HICKORY"
"MO-W-15081","FUSION WINES LLC"," ","885 HWY KK","SEDGEWICKVLLE","MO",63781,8109,"BOLLINGER"
"MO-W-15082","KINORI VINEYARDS LLC"," ","360 W DAVIS","PUXICO","MO",63960,0,"STODDARD"
"MO-W-15083","REBECCA A KEESAMAN","WINDY WINE COMPANY","3391 SW ROGERS RD","OSBORN","MO",64474,0,"DEKALB"
"MO-W-15085","TOWER ROCK VINEYARD & WINERY LLC","TOWER ROCK WINERY","10769 HIGHWAY A","ALTENBURG","MO",63732,6186,"CAPE GIRARDEAU"
"MO-W-15086","BUFFALO CREEK WINERY, LLC","BUFFALO CREEK WINERY","28888 RIVERVIEW RD","STOVER","MO",65078,2329,"MORGAN"
"MO-W-15087","VAN TILL AGRI LANDS LLP","VAN TILL FARMS","13986 HWY C","RAYVILLE","MO",64084,8275,"RAY"
"MO-W-15088","GRAPES OF HELD WINERY AND VINEYARD L.L.C.","GRAPES OF HELD","HC 1 BOX 239","FAIRDEALING","MO",63939,9801,"RIPLEY"
"MO-W-15089","MARK TODD GIFFORD","BENT TREE WINE","510 W 5TH ST","KANSAS CITY","MO",64105,1132,"JACKSON"
"MO-W-15090","LINDWEDEL WINE GARDEN, LLC","LINDWEDEL WINE GARDEN","3158 STATE HWY 265","BRANSON","MO",65616,6136,"TANEY"
"MO-W-15091","TERRY AND SHEILA STEELE","STEELE CREST WINERY","2055 STATE HWY","JACKSON","MO",63755,7752,"CAPE GIRARDEAU"
"MO-W-15092","LARRY D. COX"," ","6743 COUNTY ROAD 315","FULTON","MO",65251,5906,"CALLAWAY"
"MO-W-15093","EDG-CLIF WINERY, L.L.C.","EDG-CLIF FARMS","10035 EDG-CLIF DR","POTOSI","MO",63664,0,"WASHINGTON"
"MO-W-15094","THE BARRENS WINERY, LLC","THE BARRENS WINERY","2815 N HIGHWAY 51","PERRYVILLE","MO",63775,0,"PERRY"
"MO-W-15095","ST. JORDAN CREEK, INCORPORATED","ST. JORDAN CREEK","2829 US HIGHWAY 50","BEAUFORT","MO",63013,1503,"FRANKLIN"
"MO-W-15097","MICHAEL & KATHY DENNIS","TYLER RIDGE VINEYARD WINERY","7325 N FARM RD","SPRINGFIELD","MO",65803,0,"GREENE"
"MO-W-15098","COOPER'S OAK WINERY ASSOCIATES, L.L.C.","COOPER'S OAK WINERY","96-A W JONES ST","HIGBEE","MO",65257,1044,"RANDOLPH"
"MO-W-15099","COOPER'S OAK WINERY WINOS, L.L.C.","COOPER'S OAK WINERY","327 MAIN ST","BOONVILLE","MO",65233,0,"COOPER"
"MO-W-151","HOLLY J. KINGERY","BONANZA SPRING WINERY","1004 S WESTWOOD BLVD","POPLAR BLUFF","MO",63901,6108,"BUTLER"
"MO-W-15100","BELVOIR WINERY, LLC","BELVOIR WINERY",,"LIBERTY","MO",64068,0,"CLAY"
"MO-W-15101","FORISTELL ENTERPRISES, LLC","CEDAR LAKE CELLARS","11008 SCHRECKENGAST RD","WRIGHT CITY","MO",63390,5123,"WARREN"
"MO-W-15102","CHARLOTTE'S WHITE MULE, INC.","WHITE MULE WINERY","2087 HIGHWAY 50","OWENSVILLE","MO",65066,2420,"GASCONADE"
"MO-W-15104","HOOVER VINTNERS LLC","ENDLESS SUMMER WINERY","5 GROSSE LN","HERMANN","MO",65041,2300,"GASCONADE"
"MO-W-15105","OLD FARM WINERY, LLC","OLD FARM WINERY","5375 VIEHLAND FARM RD","CATAWISSA","MO",63015,1917,"FRANKLIN"
"MO-W-15106","MARTIN BROTHERS VINEYARD & WINERY, LLC"," ","1623 OLD IRON RD","HERMANN","MO",65041,229,"GASCONADE"
"MO-W-15107","JOAN BLATTEL","SMALL BATCH WINERY","620 WEST HWY N","WENTZVILLE","MO",63385,5308,"SAINT CHARLES"
"MO-W-15108","DAVID R. MITCHELL SR. & MARILYN J. MITCHELL","OLD MAN RIVER WINERY","919 PCR 914","PERRYVILLE","MO",63775,8303,"PERRY"
"MO-W-15109","WHITNEY'S VINEYARD LLC","WHITNEY'S VINEYARD","4324 HWY NN","CENTERTOWN","MO",65023,0,"COLE"
"MO-W-15110","THE CURATORS OF THE UNIVERSITY OF MISSOURI","MIZZOU","108 ECKLES HALL","COLUMBIA","MO",65211,0,"BOONE"
"MO-W-15112","VIANDEL VINEYARDS, L.L.C.","VIANDEL VINEYARDS","8385 W US HIGHWAY 60","MOUNTAIN VIEW","MO",65548,8092,"HOWELL"
"MO-W-15115","WEINGARTEN VINEYARD LLC"," ","12323 HWY 32","STE GENEVIEVE","MO",63670,0,"SAINTE GENEVIEVE"
"MO-W-15118","NAYLOR CREEK VINEYARD, INC."," ","9405 NW HIGHWAY N","KANSAS CITY","MO",64153,2212,"PLATTE"
"MO-W-15119","GOLDEN ROCK WINERY, LLC","GOLDEN ROCK WINERY","955 N BUSINESS ROUTE 5","CAMDENTON","MO",65020,2649,"CAMDEN"
"MO-W-15120","SNI VALLEY VINEYARDS & WINERY, LLC","FAHRMEIER FAMILY VINEYARDS & WINERY","9300 MITCHELL TRL","LEXINGTON","MO",64067,0,"LAFAYETTE"
"MO-W-15121","ST. AUBERT HILLS VINEYARD, LLC","PHOENIX WINERY","1840 HIGHWAY 50","OWENSVILLE","MO",65066,2111,"GASCONADE"
"MO-W-15122","GILFRON INC.","BAT CREEK WINERY","4 W MAIN ST","BOWLING GREEN","MO",63334,1640,"PIKE"
"MO-W-15123","URBAN CHESTNUT BREWING COMPANY, INC."," ","3229 WASHINGTON AVE","SAINT LOUIS","MO",63103,1218,"SAINT LOUIS CITY"
"MO-W-15124","LABELLA VINEYARDS LLC"," ","11644 FLOURNOY SCHOOL RD","WELLINGTON","MO",64097,8100,"LAFAYETTE"
"MO-W-15125","LADOGA RIDGE VINEYARD & WINERY, LLC","LADOGA RIDGE WINERY","100 E POPE LN","SMITHVILLE","MO",64089,8739,"CLAY"
"MO-W-15126","KENNETH WAYNE LEWIS","LEWSI WINERY","398 LONG BEND RD","GALENA","MO",65656,4836,"STONE"
"MO-W-15127","HIGHLANDS RESTAURANT & BREWING CO., L. L. C.","KIRKWOOD STATION RESTAURANT & BREWING COMPANY","105 E JEFFERSON","KIRKWOOD","MO",63122,4025,"SAINT LOUIS"
"MO-W-15128","SVW, LLC","SERENITY VALLEY WINERY","1888 CALLAWAY COUNTY","FULTON","MO",65251,0,"CALLAWAY"
"MO-W-155","OOVVDA INC"," ","5448 N BERRY LN","SPRINGFIELD","MO",65803,8180,"GREENE"
"MO-W-157","WHISPERING OAKS VINEYARD & WINERY, INC","WHISPERING OAKS VINEYARD & WINERY","520 LUCKY RD","SEYMOUR","MO",65746,8982,"WEBSTER"
"MO-W-158","BALTIMORE BEND VINEYARD, LLC","BALTIMORE BEND VINEYARD","27150 HIGHWAY 24","WAVERLY","MO",64096,0,"LAFAYETTE"
"MO-W-159","ERIN INVESTMENTS, L.L.C.","WHITE ROSE WINERY","13001 JOURNEY RD","CARTHAGE","MO",64836,8563,"JASPER"
"MO-W-20026","LOST CREEK VINEYARD, LLC","LOST CREEK VINEYARD","21356 GORE RD","MARTHASVILLE","MO",63357,3534,"Warren"
"MO-W-20086","DON VIRGILIO LLC","DON VIRGILIO WINERY & VINEYARDS","140 MEADOW RIDGE LANE LN","SEYMOUR","MO",65746,0,"Webster"
"MO-W-20125","VCH, LLC","EDGEWILD RESTAURANT AND WINERY","550 CHESTERFIELD CENTER","CHESTERFIELD","MO",63017,0,"St. Louis"
"MO-W-20162","NICK & MINA JABERIAN","RED FOX WINERY & VINEYARDS","1422 NW 800TH RD","URICH","MO",64788,8149,"United States"
"MO-W-20170","LAKESIDE WINERY, INC.","LAKESIDE WINERY",,"FULTON","MO",65251,3440,"Callaway"
"MO-W-20217","STEPHEN B. AND KATHY A. HOUCHINS","CLAYMALNAY VINEYARD AND WINERY","9800 PIKE 49","FRANKFORD","MO",63441,2649," "
"MO-W-20239","BUSHWHACKER BEND WINERY LLC","BUSHWHACKER BEND WINERY","515 FIRST ST","GLASGOW","MO",65254,1005,"Howard"
"MO-W-20304","KUENZEL VALLEY WINERY, LLC"," ","4455 KOHL CITY RD","NEW HAVEN","MO",63068,2335,"Franklin"
"MO-W-20414","EAGLE PASS WINERY, LLC","EAGLE PASS WINERY","2431 COUNTY ROAD 534","POPLAR BLUFF","MO",63901,9488,"BUTLER"
"MO-W-20421","SHAWNEE BLUFF WINERY, LLC","SHAWNEE BLUFF WINERY","2430 BAGNELL DAM BLVD","LAKE OZARK","MO",65049,9700,"Miller"
"MO-W-28","STONE HILL WINE COMPANY, INC.","STONE HILL WINERY","1110 STONE HILL HWY","HERMANN","MO",65041,1280,"GASCONADE"
"MO-W-30","MPW, INC."," ","5634 HIGH ST","AUGUSTA","MO",63332,1652,"SAINT CHARLES"
"MO-W-31","ST. JAMES WINERY INC.","ST. JAMES WINERY","540 STATE ROUTE HIGHWAYB","SAINT JAMES","MO",65559,0,"PHELPS"
"MO-W-41","HERMANNHOF, INC.","HERMANNHOF WINERY","237 E 1ST ST","HERMANN","MO",65041,1113,"GASCONADE"
"MO-W-48","EDWARD L. SMITH","BRISTLE RIDGE VINEYARDS","HWY. 50, R.R. 1","MONTSERRAT","MO",65336,0,"JOHNSON"
"MO-W-50","BIAS WINERY & VINEYARDS, INC.","BIAS WINERY & VINEYARDS","3166 HIGHWAY B","BERGER","MO",63014,1418,"FRANKLIN"
"MO-W-59","STONE HILL WINE COMPANY, INC.","STONE HILL WINERY","485 BOONESLICK RD","NEW FLORENCE","MO",63363,2500,"MONTGOMERY"
"MO-W-60","AUGUSTA WINE COMPANY","AUGUSTA WINERY","5601 HIGH ST","AUGUSTA","MO",63332,1649,"SAINT CHARLES"
"MO-W-75","ODON P. & PAUL E. TAKACS","TAKACS","RR 4 BOX 282","NEW HAVEN","MO",63068,9804,"FRANKLIN"
"MO-W-82","STONE HILL WINE COMPANY, INC.","STONE HILL WINERY","601 STSTE HIGHWAY 165","BRANSON","MO",65616,9000,"TANEY"
"MO-W-83","LES BOURGEOIS VINEYARDS, INC.","LES BOURGEOIS VINEYARDS","HIGHWAY BB AND I-70","ROCHEPORT","MO",65279,9496,"BOONE"
"MO-W-85","O'VALLON WINERY, INC.","O'VALLON WINERY","RR 1 BOX 77B","WASHBURN","MO",65772,9801,"BARRY"
"MO-W-91","BLUMENHOF VINEYARDS COMPANY","BLUMENHOF VINEYARDS","HIGHWAY 94, P.O. BOX 30","DUTZOW","MO",63342,0,"WARREN"
"MO-W-92","BYNUM ENTERPRISES, LTD","BYNUM WINERY","RT L, L3520 S. SAM MOORE ROAD","LONE JACK","MO",64070,0,"JACKSON"
"MO-W-96","ROBLLER VINEYARD, INC.","ROBLLER VINEYARD","275 ROBLLER VINEYARD RD","NEW HAVEN","MO",63068,2102,"FRANKLIN"
"MO-W-97","ADAM PUCHTA AND SON WINE COMPANY, INC","ADAM PUCHTA WINERY","1947 FRENE CREEK RD","HERMANN","MO",65041,4103,"GASCONADE"
"MO-WS-15000","LASZLO CORPORATION"," ","7888 MEXICO RD","ST PETERS","MO",63376,0,"SAINT CHARLES"
"MS-W-15000","OLD SOUTH WINERY LLC","OLD SOUTH WINERY","65 S CONCORD AVE","NATCHEZ","MS",39120,6806,"ADAMS"
"MS-W-15001","DAVIS PRODUCTIONS, LLC","RED HILLS WINERY","690 OLD ROBINSON RD","LOUISVILLE","MS",39339,6702,"WINSTON"
"MS-W-15002","LAZY MAGNOLIA BREWING COMPANY, LLC"," ","7030 ROSCOE TURNER RD","KILN","MS",39556,8000,"HANCOCK"
"MS-W-9","ALMARLA WINERY, INC.","ALMARLA WINERY","1000 FROST BRIDGE RD","MATHERVILLE","MS",39367,0,"SHARKEY"
"MT-W-1","MISSION MOUNTAIN WINERY, INC.","MISSION MOUNTAIN WINERY","82420 HIGHWAY 93","DAYTON","MT",59914,0,"LAKE"
"MT-W-10","TRAIL CREEK WINERY, INC.","TRAIL CREEK WINERY","802 HIGHLAND DR","SEELEY LAKE","MT",59868,0,"MISSOULA"
"MT-W-15002","GOOD FOUNDATIONS INC.","HIDDEN LEGEND WINERY","1345 US HWY N","VICTOR","MT",59875,0,"RAVALLI"
"MT-W-15005","CAROL LEE MCALPINE","MONTANA CIDERWORKS",,"CONNER","MT",59827,0,"RAVALLI"
"MT-W-15006","THE OLD HATCHERY WINERY, LLC"," ","2711 W COLLEGE ST","BOZEMAN","MT",59718,3936,"GALLATIN"
"MT-W-15007","ROCK CREEK WINERY INC"," ","410 EXPRESSWAY","MISSOULA","MT",59808,1537,"MISSOULA"
"MT-W-15008","TRAPPER PEAK WINERY, LLC","TRAPPER PEAK WINERY","75 CATTAIL LN","DARBY","MT",59829,9729,"RAVALLI"
"MT-W-15010","BLODGETT CANYON CELLARS, L.L.C.","BLODGETT CANYON CELLARS","448 EAGLE LN","CORVALLIS","MT",59828,9460,"RAVALLI"
"MT-W-15011","MISSOULA WINERY, LLC"," ","5646 W HARRIER DR","MISSOULA","MT",59808,5321,"MISSOULA"
"MT-W-15012","TONGUE RIVER VINEYARD & WINERY, LLC","TONGUE RIVER WINERY","99 MORNING STAR LN","MILES CITY","MT",59301,0,"CUSTER"
"MT-W-15013","CLINT PECK ENTERPRISES, INC.","YELLOWSTONE CELLARS & WINERY","1335 HOLIDAY CIR","BILLINGS","MT",59101,6359,"YELLOWSTONE"
"MT-W-15015","WINE BOZO'S INC."," ","131 ANDREA","BELGRADE","MT",59714,1111,"GALLATIN"
"MT-W-15016","GRINDE BAY WINERY, INC.","GRINDE BAY","609 9TH AVE E","POLSON","MT",59860,3118,"LAKE"
"MT-W-2","LOLO PEAK WINERY INC.","LOLO PEAK WINERY","2506 MOUNT AVE","MISSOULA","MT",59804,4706,"MISSOULA"
"MT-W-20012","GOING TO THE SUN WINERY, INC.","GOING TO THE SUN WINERY","3250 US HIGHWAY 2 E","KALISPELL","MT",59901,6641,"flathead"
"MT-W-4","GEORGE W. NICKOLOFF & ROXANNE R. NICKOLOFF","ROLLING HILLS WINERY","220 6TH ST W","CULBERTSON","MT",59218,0,"ROOSEVELT"
"MT-W-6","FLATHEAD LAKE WINERY, L.L.C."," ","29 GOLDEN EAGLE ST","COLUMBIA FALLS","MT",59912,0,"FLATHEAD"
"MT-W-7","RATTLESNAKE VALLEY FARM LLP","RATTLESNAKE CREEK VINEYARD","4175 RATTLESNAKE DR","MISSOULA","MT",59802,3096,"MISSOULA"
"MT-W-8","GERALD D. BOWMAN","BOWMAN ORCHARDS","19944 MT HWY 35","BIGFORK","MT",59911,8222,"FLATHEAD"
"NC-W-14","DUPLIN WINE CELLARS, INCORPORATED","DUPLIN WINE CELLARS","505 N SYCAMORE ST","ROSE HILL","NC",28458,8423,"DUPLIN"
"NC-W-15000","CHILDRESS WINERY, LLC","CHILDRESS VINEYARDS","1000 CHILDRESS VINEYARDS RD","LEXINGTON","NC",27295,2061,"DAVIDSON"
"NC-W-15002","HORIZON CELLARS LLC","HORIZON CELLARS","466 VINEYARD RDG","SILER CITY","NC",27344,4314,"CHATHAM"
"NC-W-15003","WALLACE MARKETING, LTD.","CREEK SIDE WINERY","3515 STONEY CREEK CHURCH RD","ELON","NC",27244,9597,"ALAMANCE"
"NC-W-15004","BUCK SHOALS VINEYARDS AND WINERY, INC.","BUCK SHOALS VINEYARD","6121 VINTNER WAY","HAMPTONVILLE","NC",27020,0,"YADKIN"
